Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Low & middle income,LMY,,,,,3.811693357,,,,,,4.770523657,,,,,5.278953973,,,,,4.602511418,,4.592724711,,,,,,
Lesotho,LSO,,,,,,,,37.93999863,,27.27000046,,,,,,,,,35.45999908,,,,,24.57999992,,,,,
Late-demographic dividend,LTE,2.889527845,2.825281853,3.504355454,3.655555463,3.853432941,4.358124811,4.337619125,4.638083702,4.881345824,5.119944204,4.521593672,5.132970168,5.091289119,5.56594902,5.416357586,5.476134101,5.06229987,4.94065665,4.965445733,5.230070881,4.689993419,4.766791943,4.514925373,4.462313612,4.37858521,,,5.028506119,
Lithuania,LTU,,,,,17.32999992,17.54000092,16.39999962,14.13000011,13.71100044,13.38759995,15.93109989,16.83959961,13.00800037,12.87450027,10.6843996,8.32460022,5.780399799,4.25,5.825900078,13.78499985,17.81410027,15.39039993,13.36480045,11.76990032,10.69810009,9.119999886,7.862100124,7.073200226,
Luxembourg,LUX,1.607200027,1.48239994,2.029099941,2.329999924,3.479500055,2.917900085,3.286200047,2.527199984,2.763099909,2.389800072,2.345299959,1.804999948,2.620899916,3.674999952,5.113299847,4.488200188,4.730700016,4.065199852,5.060100079,5.122399807,4.360799789,4.901500225,5.140100002,5.847599983,5.852399826,6.668600082,6.290699959,5.52159977,
Latvia,LVA,,,,,,,,,14.46350002,13.78969955,14.21080017,13.82110023,13.82890034,12.06110001,11.70839977,10.03299999,7.029699802,6.051599979,7.738900185,17.51469994,19.4822998,16.20639992,15.04669952,11.86740017,10.84630013,9.873000145,9.642900467,8.715000153,
"Macao SAR, China",MAC,,3.00999999,2.200000048,2.099999905,2.5,3.599999905,4.199999809,3.200000048,4.599999905,6.300000191,6.800000191,6.400000095,6.300000191,6,4.900000095,4.099999905,3.799999952,3.200000048,3,3.579999924,2.839999914,2.559999943,1.970000029,1.820000052,1.700000048,1.809999943,1.899999976,2,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,15.80000019,16.97999954,15.68000031,15.68999958,,22.86000061,17.76000023,16.67000008,19.12000084,13.93999958,13.57999992,12.46000004,11.59000015,11.92000008,10.82999992,11.01000023,9.670000076,9.56000042,9.569999695,8.960000038,9.090000153,8.909999847,8.989999771,9.229999542,9.699999809,9.460000038,9.300000191,,
Monaco,MCO,,,,,,,,,,,3.599999905,,,,,,,,,,,,,,,,6.329999924,,
Moldova,MDA,,,,,,,,,,11.14000034,8.460000038,7.289999962,6.800000191,7.949999809,8.170000076,7.289999962,7.380000114,5.070000172,3.980000019,6.400000095,7.446400166,6.682199955,5.577799797,5.104300022,3.856400013,3.694200039,4.184999943,4.097599983,
Madagascar,MDG,,,,,,,,,,,,,,5.010000229,,2.619999886,,,,,4.28000021,,0.59859997,,,,,,
Maldives,MDV,,,,,,0.790000021,,,,,1.970000029,,,,,,,,,,,,,,5.210000038,,6.119900227,,
Middle East & North Africa,MEA,,12.47191312,,,,,,,,,,,12.98173262,,11.40975744,11.62425207,10.70819937,9.893212689,9.584395622,9.811333953,10.2533672,10.75666144,11.01880415,10.51738117,10.43907441,10.57087832,10.03297879,,
Mexico,MEX,,3.046999931,3.095999956,3.213999987,4.248000145,6.888000011,5.25,4.054999828,3.572999954,2.487999916,2.562999964,2.538000107,3.002599955,3.455300093,3.936500072,3.557899952,3.565999985,3.627599955,3.87409997,5.356400013,5.303299904,5.169799805,4.887000084,4.913899899,4.809400082,4.312699795,3.858999968,3.41960001,
Marshall Islands,MHL,,,,,,,,,,30.90999985,,,,,,25.37000084,,,,,,4.739999771,,,,,,,
Middle income,MIC,,,,,3.804660007,,,,,,4.772941851,,,,,5.363643325,,,,5.687229942,4.558248745,,4.613580664,,,,,,
"Macedonia, FYR",MKD,23.60000038,24.5,26.29999924,27.70000076,30,35.59999847,38.79999924,,,,,30.52000046,31.94000053,36.68999863,37.16130066,37.24990082,36.02539825,34.93450165,33.76129913,32.1794014,32.0196991,31.37750053,31.01639938,28.99609947,28.03030014,26.06839943,23.72439957,22.38120079,
Mali,MLI,,,,,,,,,,,,,,,,,,11.71000004,,,8.069999695,,,,,7.729199886,1.366999984,,
Malta,MLT,3.900000095,3.599999905,4,4.5,4.099999905,3.700000048,4.400000095,5,5.099999905,5.300000191,,,,,,,,,5.97660017,6.888800144,6.847400188,6.378099918,6.307899952,6.386300087,5.804100037,5.39109993,,4.567200184,
Myanmar,MMR,6,,,,,,,,,,,,,,,,,,,,,,,,,0.765900016,,1.551100016,
Middle East & North Africa (excluding high income),MNA,,12.4595357,,,,,,,,,,,13.72218156,,11.95962156,12.50607308,11.21280346,10.49497249,10.44901896,10.56238872,11.1093515,11.78694899,12.00332296,11.59426035,11.7002926,11.98736649,12.10800716,,
Montenegro,MNE,,,,,,,,,,,,,,,,30.30999947,,19.39999962,17.14999962,19.09000015,19.64870071,19.67079926,19.97450066,19.49550056,17.99650002,17.54380035,17.72330093,16.07110023,
Mongolia,MNG,,,,,,5.5,,,,,,,,,,,,7.199999809,5.564799786,5.859899998,6.549399853,4.769299984,3.904900074,4.231200218,4.798099995,4.86070013,7.235099792,6.359399796,
Northern Mariana Islands,MNP,,,,,,,,,,,3.829999924,,,4.570000172,,8.220000267,,,,,11.17000008,,,,,,,,
Mozambique,MOZ,,,,,,,,2.700000048,,,,,,,,,,,,,,,,,,3.426399946,,,
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,9.864500046,,,,,,
Mauritius,MUS,,,,,,,,,,,,,,,8.337400436,9.523799896,9.040200233,8.475299835,,7.257100105,7.653900146,,7.472300053,7.322299957,7.467299938,7.409599781,6.813499928,6.752200127,
Malawi,MWI,,,,,,,,,,,,,,,,7.800000191,,,,,,,,5.946499825,,,,,
Malaysia,MYS,4.5,,3.710000038,4.110000134,,3.150000095,2.519999981,2.450000048,3.200000048,3.430000067,3,3.529999971,3.480000019,3.609999895,3.539999962,3.529999971,3.319999933,3.230000019,3.339999914,3.690000057,3.25,3.049999952,3.039999962,3.109999895,2.880000114,3.099999905,3.440000057,3.410000086,
North America,NAC,5.861110151,6.800000191,7.875447604,7.352595876,6.547113335,6.031635567,5.451099873,5.405501588,4.883630653,4.553250332,4.274538297,4.731299877,5.975832388,6.153939977,5.702163046,5.258349125,4.799854936,4.770976799,5.821513808,9.157396729,9.463765018,8.949199677,7.985098085,7.341978951,6.249072452,5.457748913,5.101475359,4.572474794,
Namibia,NAM,,19.13999939,,,19.39999962,,,24.45000076,,,20.29999924,,,,22.09000015,,,,,,22.10000038,,16.77079964,19.02809906,18.52070045,,23.35180092,,
New Caledonia,NCL,,,,,,,18.63999939,,,,,,,,16.30999947,,,,,13.97000027,,,,,14.59000015,,,,
Niger,NER,,,,,,,,,,,,1.470000029,,,,3.099999905,,,,,,0.319299996,,,,,,,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,3.76970005,,3.703299999,4.562300205,4.31099987,,,
Nicaragua,NIC,,,,,,,,,,,,,,7.599999905,6.409999847,5.369999886,5.309999943,4.889999866,6.199999809,8.159999847,7.829999924,,5.207699776,5.28000021,4.519499779,,,,
Netherlands,NLD,7.669799805,7.28429985,5.5552001,6.284999847,7.15929985,7.15749979,6.420800209,5.51060009,4.394000053,3.622499943,2.725399971,2.119299889,2.553999901,3.593400002,4.64620018,4.723499775,3.904700041,3.17869997,2.750299931,3.412699938,4.450399876,4.977300167,5.820899963,7.243000031,7.415800095,6.872000217,6.006299973,4.838600159,
Norway,NOR,5.261000156,5.407000065,5.909999847,5.965000153,5.348999977,6.307300091,5.03579998,4.686699867,3.736900091,3.246599913,3.457900047,3.738300085,4.021900177,4.220600128,4.256299973,4.380700111,3.398600101,2.493400097,2.549900055,3.102900028,3.521399975,3.214900017,3.122800112,3.423099995,3.483799934,4.295899868,4.678899765,4.162099838,
Nepal,NPL,,,,,,,4.5,,,1.850000024,,,,,,,,,1.335500002,,,,,,,,,,
Nauru,NRU,,,,,,,,,,,,,22.76000023,,,,,,,,,22.95999908,,,,,,,
New Zealand,NZL,7.981999874,10.61400032,10.66699982,9.803999901,8.354000092,6.460999966,6.289999962,6.856999874,7.717999935,7.022999763,6.130000114,5.433000088,5.282000065,4.750800133,4.005000114,3.806999922,3.857000113,3.661000013,4.166999817,6.120999813,6.55700016,6.491000175,6.931000233,6.264999866,5.751999855,5.365200043,5.099999905,4.702000141,
OECD members,OED,,,6.581629842,6.917597967,6.733823344,6.500627322,6.173916919,5.977918663,6.269038905,6.240088766,5.825659488,6.046890465,6.217181916,6.780801129,6.623162778,6.266272291,5.609950315,5.284321958,5.641908064,8.080234737,8.32134039,7.968299133,7.932099644,7.896105415,7.350898827,6.765589832,6.31441598,5.751249729,
Oman,OMN,,,,,,,,,,,,,,,,,,,4.141776562,,,,,,,,3.269999981,,
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,1.970000029,5.849999905,5.179999828,4.28000021,4.260000229,5.03000021,4.789999962,5.809999943,5.699999809,5.349999905,7.159999847,6.880000114,7.829999924,7.489999771,7.400000095,7.050000191,0.582099974,0.397700012,0.423099995,0.535000026,0.652899981,0.796000004,,2.953700066,1.826799989,3.565900087,,,
Panama,PAN,11.60000038,16.12000084,14.67000008,13.26000023,14,14.01000023,14.31999969,13.36999989,14.02000046,11.75,13.52999973,14.71000004,14.10999966,13.61999989,12.43999958,10.32999992,9.109999657,6.78000021,,6.559999943,3.713000059,2.311199903,2.390599966,2.300499916,2.722800016,3.00180006,3.314599991,3.899800062,
Peru,PER,8.600000381,5.800000191,9.399999619,,,,7.070000172,7.690000057,7.75,7.989999771,,7.880000114,,,,,,,,,,,,,,,,,
Philippines,PHL,,10.59850025,9.866100311,9.288900375,9.483300209,9.526100159,8.563799858,8.777199745,10.25399971,9.808699608,11.18929958,3.698199987,11.51000023,3.527299881,3.553499937,3.795200109,4.052299976,3.434200048,3.719899893,3.858099937,3.605099916,3.592200041,3.504199982,3.49729991,3.599900007,,2.707799911,2.551800013,
Palau,PLW,7.760000229,,,,,7.03000021,,,,,3.300100088,,,,,4.179999828,,,,,,,,,,,,,
Papua New Guinea,PNG,7.699999809,,,,,,,,,,2.920000076,,,,,,,,,,2.001699924,2.619999886,,,,,,,
Poland,POL,,,13.31900024,13.99800014,14.44400024,13.3380003,12.35400009,10.96440029,9.935400009,12.28979969,16.31310081,18.37339973,,19.3696003,19.07279968,17.7458992,13.84049988,9.601699829,7.117599964,8.166799545,9.637200356,9.631699562,10.08769989,10.32590008,8.989800453,7.500999928,6.16079998,4.88740015,
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,,,,,14.60000038,,,,,,,11.39999962,,,,,,,,,,,,14.30000019,13.89999962,,11.80000019,10.80000019,
"Korea, Dem. People?s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,4.64440012,,3.984600067,5.300300121,6.713099957,7.063700199,7.297699928,6.571199894,4.652400017,4.578000069,3.809400082,,4.496600151,6.131599903,6.316599846,7.581699848,7.647399902,7.963699818,7.551700115,9.431900024,10.76990032,12.67720032,15.52680016,16.1833992,13.89410019,12.44439983,11.06620026,8.866999626,
Paraguay,PRY,5.800000191,5.099999905,4.980000019,5.059999943,4.409999847,3.400000095,8.149999619,5.360000134,,9.399999619,7.610000134,,,6.813899994,6.513199806,4.824699879,5.276500225,4.713300228,4.415200233,5.460199833,,,,,,,,4.614600182,
West Bank and Gaza,PSE,,,,,,,,,,,13.53409958,25.29809952,31.22220039,25.48049927,26.78580093,23.51549911,23.74080086,21.71839905,26.60320091,24.58510017,23.77129936,20.86289978,22.88809967,23.33069992,27.01329994,26.01339912,27.07519913,28.41900063,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,5.975942751,,,,,,,,,
Post-demographic dividend,PST,,,,6.74043103,,5.902218928,5.983674835,5.919400202,6.506735442,6.395420983,5.866116906,5.794806803,6.321274173,6.322892248,5.993422466,5.639854658,5.315012026,5.028350028,5.435783091,8.011214781,8.320802995,7.985233008,8.020052191,7.932389004,7.410743671,6.82491381,6.44774233,5.885495449,
French Polynesia,PYF,,,,,,,,,,,,,11.71000004,,,,,11.73999977,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,1.480000019,,0.870000005,0.519999981,0.310000002,0.310000002,0.449999988,0.560000002,0.479999989,0.270000011,0.189999998,0.159999996,0.140000001,0.140000001,
Romania,ROU,,,8.260000229,,8.170000076,8.010000229,6.739999771,5.514200211,5.629199982,6.236999989,6.966700077,6.557899952,,6.94990015,7.719099998,7.174399853,7.269499779,6.413099766,5.787499905,6.85890007,6.959199905,7.177400112,6.793700218,7.096000195,6.802100182,6.811800003,5.901400089,4.92689991,
Russian Federation,RUS,,,5.181000233,5.882999897,8.130999565,9.449000359,9.664999962,11.81299973,13.26099968,13.03600025,10.58100033,8.977999687,7.875,8.210000038,7.763000011,7.124000072,7.054999828,6.001999855,6.204999924,8.300999641,7.368800163,6.53550005,5.436299801,5.457699776,5.160099983,5.570899963,5.55880022,5.212299824,
Rwanda,RWA,,0.300000012,,,,,0.560000002,,,,,,0.889999986,,,,,,,,,,,,1.16929996,,,17.35740089,
South Asia,SAS,,,,,2.922826283,,,,,,3.226314094,,,,,3.615835379,,,,,2.402256909,,2.691745094,,,,,,
Saudi Arabia,SAU,,,7.199999809,,,,,,,4.349999905,4.570000172,4.619999886,5.269999981,5.559999943,5.820000172,6.050000191,6.25,5.730000019,5.079999924,5.380000114,5.550000191,5.769999981,5.519999981,5.570000172,5.71999979,5.590000153,5.650000095,5.889999866,
Sudan,SDN,,,,,,,,,,,,,,,,,,,14.80000019,13,,,,,,,,,
Senegal,SEN,,,,,,,,,,,,,5.650000095,,,,10.02999973,,,,,10.35999966,,,,6.757400036,,,
Singapore,SGP,,2.180000067,3.089999914,3.069999933,3.029999971,3.299999952,3.569999933,2.5,3.410000086,4.849999905,,3.75999999,5.650000095,5.929999828,5.840000153,5.590000153,4.480000019,3.900000095,3.960000038,5.860000134,4.119999886,3.890000105,3.720000029,3.859999895,3.74000001,3.789999962,4.079999924,,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,2.019999981,,,,,,,,,
Sierra Leone,SLE,,,,,,,,,,,,,,,3.420000076,,,,,,,,,,4.677999973,,,,
El Salvador,SLV,9.960000038,7.53000021,,9.93999958,7.679999828,7.650000095,7.679999828,7.980000019,7.099999905,6.679999828,6.960000038,6.960000038,5.730000019,6.260000229,6.050000191,7.21999979,,,5.880000114,7.329999924,4.893199921,4.30189991,3.846299887,3.692600012,4.163099766,3.999900103,4.418300152,4.385000229,
San Marino,SMR,5.5,4.300000191,4.199999809,5.099999905,3.900000095,3.900000095,5.099999905,4.400000095,4.099999905,3,2.799999952,,,,,2.109999895,1.629999995,,,4.019999981,4.369999886,5.059999943,5.190000057,6.079999924,6.610000134,7.380000114,6.449999809,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,13.39999962,13.19999981,13.80000019,13.69999981,13.69999981,12.60000038,12.80000019,13.80000019,15.19999981,18.5,20.85000038,20.85000038,18.05999947,13.70479965,16.14220047,19.21759987,22.96619987,23.99990082,22.15369987,19.22340012,17.92090034,15.25739956,13.47700024,
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,12.14999962,,,,,,,,,,
Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,,,,,,,,,,,,15.72999954,17.62999916,16.36000061,16.12000084,16.46999931,16.64999962,,,,,,13.59000015,,,,,,
Suriname,SUR,15.64999962,,17.28000069,15.64000034,12.69999981,8.390000343,10.88000011,10.56000042,10.63000011,13.60000038,,,,,9.489999771,,,,,8.720000267,7.150000095,7.539999962,8.100000381,6.599999905,6.940000057,7.21999979,,,
Slovak Republic,SVK,,,,,13.65400028,13.10900021,11.3409996,11.89400005,12.18659973,15.94709969,19.06159973,,18.72100067,17.1196003,18.59939957,16.2560997,13.37279987,11.14340019,9.507599831,12.02540016,14.37940025,13.61740017,13.96329975,14.22049999,13.18410015,11.48079967,9.670200348,8.130999565,
Slovenia,SVN,,7.079999924,,8.510000229,8.239999771,7.150000095,6.907800198,6.646999836,7.388899803,7.324399948,6.917699814,5.682099819,5.921999931,6.478600025,6.011600018,6.505599976,5.950200081,4.818099976,4.370600224,5.856900215,7.236199856,8.166000366,8.840200424,10.10229969,9.667599678,8.962300301,8.000100136,6.564400196,
Sweden,SWE,1.832000017,3.243000031,5.722000122,9.329999924,9.579999924,8.897399902,9.546699524,10.35859966,8.940799713,7.606999874,5.465899944,4.73029995,4.965099812,5.554699898,6.693099976,7.48570013,7.06580019,6.160900116,6.234799862,8.350899696,8.609700203,7.804100037,7.975699902,8.052100182,7.953499794,7.431600094,6.989999771,6.718299866,
Eswatini,SWZ,,,,,,21.64999962,,22.5,,,,,,,,,,28.23999977,,,,,,,,,22.71769905,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,,,,,10.35000038,,,,,,,,9.81000042,,,5.5,,,,,,4.110000134,,,3.840699911,4.151199818,3.964900017,3.714900017,
Syrian Arab Republic,SYR,,6.75,,7.400000095,7.5,7.199999809,,,,7.599999905,,11.63000011,11.68000031,10.27999973,,,8.170000076,8.420000076,10.92000008,8.140000343,8.609999657,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,9.710000038,6.179999828,7.769999981,9.859999657,8.039999962,7.449999809,5.429999828,8.300000191,,,,,,,,,,
Chad,TCD,,,,0.699999988,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,2.604842487,2.587959682,2.543440538,2.797432765,2.97096434,3.058978587,3.169034975,3.330597373,3.537250783,3.604844266,3.591841427,3.773862102,4.345262723,4.320706132,4.304817926,4.475972492,4.366244998,4.299813093,4.401718363,4.217202609,3.922193067,3.867096499,3.816041379,3.744402743,3.74935281,,,3.726663976,
Europe & Central Asia (IDA & IBRD countries),TEC,,,6.488852711,7.297844449,8.401842337,8.372876077,8.858788626,9.568357358,10.51406546,11.17604911,9.75677103,9.416738309,8.32814877,9.385153982,9.181122991,8.59918728,8.013786687,7.477263494,7.390604417,8.896702557,8.575444442,7.809684619,7.390846531,7.445933179,7.431145374,7.416545664,7.312752844,7.195403362,
Togo,TGO,,,,,,,,,,,,,,,,,4.22879982,,,,,1.98150003,,,,2.203900099,,,
Thailand,THA,2.210000038,2.630000114,1.350000024,1.49000001,1.346593142,1.100000024,1.070894122,0.872862101,3.404355526,2.968135595,2.388842106,2.599999905,1.820000052,1.539999962,1.50999999,1.350000024,1.220000029,1.179999948,1.179999948,1.49000001,0.621500015,0.660000026,0.579999983,0.489199996,0.575600028,0.596700013,0.688000023,,
Tajikistan,TJK,,,0.400000006,1.200000048,1.700000048,2,2.599999905,2.700000048,3.200000048,3,2.700000048,2.299999952,2.5,2.400000095,2,2,2.200000048,2.5,,,,,,,,,,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,6.369194181,6.048915882,,8.030841853,8.446436301,8.068573977,8.80618992,9.753195173,,8.978040479,9.884250975,9.408917185,8.455318221,8.362018972,7.176603259,7.340895456,6.685431043,7.653440816,,6.513811362,,,,,8.129319983,8.587940766,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,3.300899982,,,10.9854002,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,,12.4595357,,,,,,,,,,,13.56935426,,11.82208103,12.40314097,11.09983504,10.39971115,10.29004065,10.42901165,10.98628906,11.67972342,11.8855268,11.44713716,11.50037027,11.79251719,11.89713751,,
Tonga,TON,4.159999847,,,1.299999952,,,,,,,,,,5.179999828,,,1.090000033,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,,,,,2.922826283,,,,,,3.226314094,,,,,3.615835379,,,,,2.402256909,,2.691745094,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,,18.52000046,19.65999985,19.80999947,18.44000053,17.21999931,16.25,15.01000023,14.21000004,13.11999989,12.10000038,10.88000011,10.39000034,10.47999954,8.329999924,7.949999809,6.269999981,5.539999962,4.630000114,5.28000021,3.774600029,3.248399973,3.453299999,2.459500074,2.224299908,2.210799932,2.972199917,,
Tunisia,TUN,,,,,,,,15.93999958,,15.21000004,14.93999958,14.39999962,14.55000019,14.51000023,14.22999954,12.87220001,12.51010036,12.36480045,12.44349957,13.29049969,13.04889965,18.33399963,17.62960052,15.93379974,,15.21819973,15.51420021,15.37930012,
Turkey,TUR,8.015000343,8.210000038,8.508999825,8.961999893,8.576999664,7.644000053,6.629000187,6.84100008,6.888000011,7.686999798,6.494999886,8.380999565,10.3579998,10.54199982,10.8380003,10.63599968,8.718299866,8.868300438,9.709899902,12.55220032,10.65970039,8.795900345,8.149499893,8.731900215,9.879799843,10.23600006,10.83860016,10.81919956,
Tuvalu,TUV,,,,,,,,,,,,,6.53000021,,,,,,,,,,,,,,,,
Tanzania,TZA,,3.599999905,,,,,,,,,,2.994400024,3.599999905,,,,3.299400091,,,2.5,,3.470000029,,2.930000067,2.124900103,,,,
Uganda,UGA,,0.939999998,0.920000017,,,,,,,,,,,3.599999905,,1.899999976,,,,3.599999905,,,3.550800085,1.909999967,,,,9.43999958,
Ukraine,UKR,,,,,,5.619999886,7.650000095,8.930000305,11.31999969,11.86429977,11.70720005,11.06089973,10.13560009,9.056799889,8.590000153,7.179999828,6.810400009,6.349999905,6.360000134,8.840000153,8.100000381,7.860000134,7.53000021,7.170000076,9.270000458,9.140000343,9.350000381,9.510000229,
Upper middle income,UMC,,3.128590984,3.499124115,3.618510435,3.920050896,4.416211712,4.437027791,4.616524116,5.051654789,5.303302843,4.924951634,5.405351934,5.869807109,5.993194028,5.73851893,5.768840508,5.431320656,5.343144431,5.303179526,5.845925212,5.40686625,5.356422698,5.1986944,5.052949125,5.064411369,,,5.8491329,
Uruguay,URY,8.529999733,8.949999809,8.960000038,8.350000381,9.039999962,10.02000046,,11.43999958,9.779999733,11.28999996,13.32999992,14.89999962,16.90999985,16.35000038,12.97949982,12.00879955,10.84360027,9.403400421,8.025500298,7.740099907,7.158199787,6.307099819,6.451300144,6.443699837,6.547399998,7.48789978,7.840600014,7.8895998,
United States,USA,5.599999905,6.800000191,7.5,6.900000095,6.118700027,5.650400162,5.451099873,5.000299931,4.510499954,4.218800068,3.992000103,4.731299877,5.783199787,5.988699913,5.528600216,5.083499908,4.623000145,4.622099876,5.784200191,9.254199982,9.633399963,8.949199677,8.069399834,7.374899864,6.167500019,5.28000021,4.86920023,4.355199814,
Uzbekistan,UZB,,,0.200000003,0.400000006,0.400000006,0.400000006,,,,,0.400000006,0.400000006,0.400000006,0.300000012,0.400000006,0.300000012,0.200000003,,,5.039999962,5.360000134,4.960000038,4.869999886,4.860000134,5.090000153,5.150000095,5.159999847,,
St. Vincent and the Grenadines,VCT,,19.77000046,,,,,,,,,,21.10000038,,,,,,,18.79000092,,,,,,,,,,
"Venezuela, RB",VEN,,9.449999809,7.690000057,6.599999905,8.56000042,10.23999977,11.77000046,,,14.52999973,13.98999977,,16.17000008,16.78000069,,10.66259956,8.605799675,7.279099941,6.245100021,6.097400188,7.112199783,6.901800156,6.600599766,,,,,,
British Virgin Islands,VGB,,3.289999962,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,,1.929999948,2.869999886,2.289999962,2.329999924,2.25999999,2.75999999,2.119999886,2.25,2.140000105,,,,,1.736799955,1.113600016,0.999300003,1.026900053,1.252500057,1.256100059,1.858500004,1.851500034,1.886199951,
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,5.460000038,,,,,,,,,
World,WLD,,,,,4.469577007,,,,,,5.103346072,,,,,5.502634058,,,,6.248785223,5.37808175,,5.343025317,,,,,,
Samoa,WSM,,2.099999905,,,,,,,,,,4.960000038,,,,,1.289999962,,,,,5.679999828,8.751999855,,8.720000267,,,,
Kosovo,XKX,,,,,,,,,,,,57,55,49.70000076,39.70000076,41.40000153,44.90000153,46.29999924,47.5,45.40000153,,,30.95000076,,35.15000153,32.93000031,27.46999931,,
"Yemen, Rep.",YEM,,,,,8.340000153,,,,,11.46000004,,,,,16.22999954,16.04999924,15.69999981,15.32999992,14.97000027,14.63000011,17.81999969,,,,13.46710014,,,,
South Africa,ZAF,,,,,,,,,25,25.37000084,30.22929955,30.89599991,33.47330093,32.45569992,29.57600021,29.25309944,28.48929977,26.66620064,22.4326992,23.53829956,24.6928997,24.65299988,24.73159981,24.56879997,24.89760017,25.15600014,26.55069923,27.32659912,
Zambia,ZMB,15,18.89999962,,19.70000076,,,15.30000019,,12,,12.93000031,,,,,15.89999962,,,7.929999828,,13.18999958,,7.849999905,,,,,,
Zimbabwe,ZWE,,,,,4.960000038,,,6.929999828,,6,,,,,4.389999866,,,,,,,5.368100166,,,11.31999969,,,,
